Week,Index,SearchWord,Category,Country
12-09-2021,40,Florence,All,US
19-09-2021,43,Florence,All,US
26-09-2021,39,Florence,All,US
03-10-2021,40,Florence,All,US
10-10-2021,40,Florence,All,US
17-10-2021,43,Florence,All,US
24-10-2021,39,Florence,All,US
31-10-2021,40,Florence,All,US
07-11-2021,40,Florence,All,US
14-11-2021,43,Florence,All,US
21-11-2021,39,Florence,All,US
28-11-2021,40,Florence,All,US
05-12-2021,40,Florence,All,US
12-12-2021,43,Florence,All,US
19-12-2021,39,Florence,All,US
26-12-2021,40,Florence,All,US
09-01-2022,40,Florence,All,US
16-01-2022,43,Florence,All,US
23-01-2022,39,Florence,All,US
30-01-2022,40,Florence,All,US
06-02-2022,40,Florence,All,US
13-02-2022,43,Florence,All,US
20-02-2022,39,Florence,All,US
27-02-2022,40,Florence,All,US
13-03-2022,40,Florence,All,US
20-03-2022,43,Florence,All,US
10-04-2022,39,Florence,All,US
29-05-2022,40,Florence,All,US
12-06-2022,40,Florence,All,US
26-06-2022,43,Florence,All,US
03-07-2022,39,Florence,All,US
16-10-2022,40,Florence,All,US
27-11-2022,40,Florence,All,US
04-12-2022,43,Florence,All,US
11-12-2022,39,Florence,All,US
18-12-2022,40,Florence,All,US
25-12-2022,40,Florence,All,US
15-01-2023,43,Florence,All,US
22-01-2023,39,Florence,All,US
29-01-2023,40,Florence,All,US
04-02-2018,40,Croatia,All,US
18-02-2018,43,Croatia,All,US
25-02-2018,48,Croatia,All,US
04-03-2018,49,Croatia,All,US
11-03-2018,49,Croatia,All,US
01-04-2018,52,Croatia,All,US
08-04-2018,48,Croatia,All,US
15-04-2018,49,Croatia,All,US
22-04-2018,49,Croatia,All,US
29-04-2018,52,Croatia,All,US
16-09-2018,48,Croatia,All,US
23-09-2018,91,Croatia,All,US
30-09-2018,49,Croatia,All,US
14-10-2018,52,Croatia,All,US
30-12-2018,48,Croatia,All,US
06-01-2019,49,Croatia,All,US
13-01-2019,49,Croatia,All,US
20-01-2019,52,Croatia,All,US
27-01-2019,48,Croatia,All,US
03-02-2019,49,Croatia,All,US
10-02-2019,49,Croatia,All,US
17-02-2019,52,Croatia,All,US
24-02-2019,48,Croatia,All,US
03-03-2019,49,Croatia,All,US
10-03-2019,49,Croatia,All,US
17-03-2019,52,Croatia,All,US
31-03-2019,48,Croatia,All,US
07-04-2019,49,Croatia,All,US
14-04-2019,49,Croatia,All,US
21-04-2019,52,Croatia,All,US
28-04-2019,48,Croatia,All,US
15-09-2019,49,Croatia,All,US
22-09-2019,49,Croatia,All,US
29-09-2019,52,Croatia,All,US
06-10-2019,48,Croatia,All,US
13-10-2019,49,Croatia,All,US
29-12-2019,49,Croatia,All,US
05-01-2020,52,Croatia,All,US
12-01-2020,48,Croatia,All,US
19-01-2020,49,Croatia,All,US
26-01-2020,49,Croatia,All,US
16-02-2020,52,Croatia,All,US
23-02-2020,48,Croatia,All,US
22-03-2020,49,Croatia,All,US
21-06-2020,49,Croatia,All,US
28-06-2020,52,Croatia,All,US
05-07-2020,48,Croatia,All,US
12-07-2020,49,Croatia,All,US
19-07-2020,49,Croatia,All,US
02-08-2020,52,Croatia,All,US
23-08-2020,48,Croatia,All,US
30-08-2020,49,Croatia,All,US
11-10-2020,49,Croatia,All,US
15-11-2020,52,Croatia,All,US
30-05-2021,48,Croatia,All,US
05-09-2021,49,Croatia,All,US
12-09-2021,49,Croatia,All,US
19-09-2021,52,Croatia,All,US
10-10-2021,48,Croatia,All,US
14-11-2021,49,Croatia,All,US
20-02-2022,49,Croatia,All,US
27-02-2022,52,Croatia,All,US
06-03-2022,48,Croatia,All,US
13-03-2022,49,Croatia,All,US
27-03-2022,49,Croatia,All,US
03-04-2022,52,Croatia,All,US
10-04-2022,48,Croatia,All,US
17-04-2022,49,Croatia,All,US
24-04-2022,49,Croatia,All,US
01-05-2022,52,Croatia,All,US
08-05-2022,48,Croatia,All,US
15-05-2022,49,Croatia,All,US
22-05-2022,49,Croatia,All,US
28-08-2022,52,Croatia,All,US
04-09-2022,48,Croatia,All,US
11-09-2022,49,Croatia,All,US
25-09-2022,49,Croatia,All,US
02-10-2022,52,Croatia,All,US
13-11-2022,48,Croatia,All,US
25-12-2022,49,Croatia,All,US
08-01-2023,49,Croatia,All,US
15-01-2023,52,Croatia,All,US
22-01-2023,48,Croatia,All,US
29-01-2023,49,Croatia,All,US
18-03-2018,49,Croatia,All,US
25-03-2018,52,Croatia,All,US
06-05-2018,48,Croatia,All,US
13-05-2018,49,Croatia,All,US
20-05-2018,89,Croatia,All,US
26-08-2018,52,Croatia,All,US
11-11-2018,48,Croatia,All,US
24-03-2019,49,Croatia,All,US
05-05-2019,49,Croatia,All,US
12-05-2019,52,Croatia,All,US
19-05-2019,48,Croatia,All,US
18-08-2019,49,Croatia,All,US
25-08-2019,49,Croatia,All,US
01-09-2019,52,Croatia,All,US
08-09-2019,48,Croatia,All,US
26-07-2020,49,Croatia,All,US
09-08-2020,49,Croatia,All,US
16-08-2020,52,Croatia,All,US
06-09-2020,48,Croatia,All,US
27-12-2020,49,Croatia,All,US
04-07-2021,49,Croatia,All,US
11-07-2021,52,Croatia,All,US
18-07-2021,48,Croatia,All,US
25-07-2021,49,Croatia,All,US
01-08-2021,49,Croatia,All,US
08-08-2021,52,Croatia,All,US
15-08-2021,48,Croatia,All,US
22-08-2021,49,Croatia,All,US
29-08-2021,49,Croatia,All,US
20-03-2022,52,Croatia,All,US
29-05-2022,48,Croatia,All,US
19-06-2022,49,Croatia,All,US
26-06-2022,49,Croatia,All,US
03-07-2022,52,Croatia,All,US
10-07-2022,48,Croatia,All,US
17-07-2022,49,Croatia,All,US
31-07-2022,49,Croatia,All,US
07-08-2022,52,Croatia,All,US
14-08-2022,48,Croatia,All,US
21-08-2022,49,Croatia,All,US
18-09-2022,49,Croatia,All,US
01-01-2023,52,Croatia,All,US
04-03-2018,39,Florence,All,US
11-03-2018,40,Florence,All,US
18-03-2018,40,Florence,All,US
25-03-2018,43,Florence,All,US
01-04-2018,39,Florence,All,US
08-04-2018,40,Florence,All,US
15-04-2018,40,Florence,All,US
22-04-2018,43,Florence,All,US
29-04-2018,39,Florence,All,US
06-05-2018,40,Florence,All,US
13-05-2018,40,Florence,All,US
20-05-2018,43,Florence,All,US
03-06-2018,39,Florence,All,US
10-06-2018,40,Florence,All,US
17-06-2018,40,Florence,All,US
01-07-2018,43,Florence,All,US
08-07-2018,39,Florence,All,US
15-07-2018,40,Florence,All,US
22-07-2018,40,Florence,All,US
29-07-2018,43,Florence,All,US
05-08-2018,39,Florence,All,US
12-08-2018,40,Florence,All,US
26-08-2018,40,Florence,All,US
07-10-2018,43,Florence,All,US
14-10-2018,39,Florence,All,US
28-10-2018,40,Florence,All,US
11-11-2018,40,Florence,All,US
27-01-2019,43,Florence,All,US
03-02-2019,39,Florence,All,US
10-02-2019,40,Florence,All,US
17-02-2019,40,Florence,All,US
24-02-2019,43,Florence,All,US
03-03-2019,39,Florence,All,US
10-03-2019,40,Florence,All,US
17-03-2019,40,Florence,All,US
24-03-2019,43,Florence,All,US
31-03-2019,39,Florence,All,US
07-04-2019,40,Florence,All,US
14-04-2019,40,Florence,All,US
21-04-2019,43,Florence,All,US
28-04-2019,39,Florence,All,US
05-05-2019,40,Florence,All,US
12-05-2019,40,Florence,All,US
19-05-2019,43,Florence,All,US
26-05-2019,39,Florence,All,US
02-06-2019,40,Florence,All,US
09-06-2019,40,Florence,All,US
16-06-2019,43,Florence,All,US
23-06-2019,39,Florence,All,US
30-06-2019,40,Florence,All,US
07-07-2019,40,Florence,All,US
14-07-2019,43,Florence,All,US
21-07-2019,39,Florence,All,US
28-07-2019,40,Florence,All,US
04-08-2019,40,Florence,All,US
11-08-2019,43,Florence,All,US
18-08-2019,39,Florence,All,US
25-08-2019,40,Florence,All,US
01-09-2019,40,Florence,All,US
08-09-2019,43,Florence,All,US
15-09-2019,39,Florence,All,US
22-09-2019,40,Florence,All,US
29-09-2019,40,Florence,All,US
15-12-2019,43,Florence,All,US
22-12-2019,39,Florence,All,US
05-01-2020,40,Florence,All,US
12-01-2020,40,Florence,All,US
19-01-2020,43,Florence,All,US
26-01-2020,39,Florence,All,US
02-02-2020,40,Florence,All,US
09-02-2020,40,Florence,All,US
16-02-2020,43,Florence,All,US
23-02-2020,39,Florence,All,US
01-03-2020,40,Florence,All,US
10-05-2020,40,Florence,All,US
14-02-2021,43,Florence,All,US
04-07-2021,39,Florence,All,US
18-07-2021,40,Florence,All,US
25-07-2021,40,Florence,All,US
01-08-2021,43,Florence,All,US
02-01-2022,39,Florence,All,US
06-03-2022,40,Florence,All,US
27-03-2022,40,Florence,All,US
03-04-2022,43,Florence,All,US
17-04-2022,39,Florence,All,US
24-04-2022,40,Florence,All,US
01-05-2022,40,Florence,All,US
08-05-2022,43,Florence,All,US
15-05-2022,39,Florence,All,US
22-05-2022,40,Florence,All,US
05-06-2022,40,Florence,All,US
19-06-2022,43,Florence,All,US
17-07-2022,39,Florence,All,US
24-07-2022,40,Florence,All,US
31-07-2022,40,Florence,All,US
07-08-2022,43,Florence,All,US
14-08-2022,39,Florence,All,US
21-08-2022,40,Florence,All,US
28-08-2022,40,Florence,All,US
11-09-2022,43,Florence,All,US
18-09-2022,39,Florence,All,US
25-09-2022,40,Florence,All,US
02-10-2022,40,Florence,All,US
09-10-2022,43,Florence,All,US
23-10-2022,39,Florence,All,US
30-10-2022,40,Florence,All,US
06-11-2022,40,Florence,All,US
13-11-2022,43,Florence,All,US
20-11-2022,39,Florence,All,US
01-01-2023,40,Florence,All,US
08-01-2023,40,Florence,All,US
11-02-2018,43,Croatia,All,US
21-10-2018,48,Croatia,All,US
28-10-2018,49,Croatia,All,US
04-11-2018,49,Croatia,All,US
25-11-2018,52,Croatia,All,US
02-12-2018,48,Croatia,All,US
09-12-2018,49,Croatia,All,US
16-12-2018,49,Croatia,All,US
23-12-2018,52,Croatia,All,US
20-10-2019,48,Croatia,All,US
27-10-2019,49,Croatia,All,US
03-11-2019,49,Croatia,All,US
10-11-2019,52,Croatia,All,US
17-11-2019,48,Croatia,All,US
24-11-2019,49,Croatia,All,US
01-12-2019,49,Croatia,All,US
08-12-2019,52,Croatia,All,US
15-12-2019,48,Croatia,All,US
22-12-2019,49,Croatia,All,US
02-02-2020,49,Croatia,All,US
09-02-2020,52,Croatia,All,US
01-03-2020,48,Croatia,All,US
08-03-2020,49,Croatia,All,US
15-03-2020,49,Croatia,All,US
03-05-2020,52,Croatia,All,US
10-05-2020,48,Croatia,All,US
17-05-2020,49,Croatia,All,US
24-05-2020,49,Croatia,All,US
31-05-2020,52,Croatia,All,US
07-06-2020,48,Croatia,All,US
14-06-2020,49,Croatia,All,US
13-09-2020,49,Croatia,All,US
20-09-2020,52,Croatia,All,US
04-10-2020,48,Croatia,All,US
08-11-2020,49,Croatia,All,US
03-01-2021,49,Croatia,All,US
21-02-2021,52,Croatia,All,US
07-03-2021,48,Croatia,All,US
14-03-2021,49,Croatia,All,US
21-03-2021,49,Croatia,All,US
28-03-2021,52,Croatia,All,US
04-04-2021,48,Croatia,All,US
11-04-2021,49,Croatia,All,US
18-04-2021,49,Croatia,All,US
25-04-2021,52,Croatia,All,US
02-05-2021,48,Croatia,All,US
09-05-2021,49,Croatia,All,US
16-05-2021,49,Croatia,All,US
23-05-2021,52,Croatia,All,US
26-09-2021,48,Croatia,All,US
03-10-2021,49,Croatia,All,US
17-10-2021,49,Croatia,All,US
31-10-2021,52,Croatia,All,US
07-11-2021,48,Croatia,All,US
21-11-2021,49,Croatia,All,US
12-12-2021,49,Croatia,All,US
26-12-2021,52,Croatia,All,US
02-01-2022,48,Croatia,All,US
09-01-2022,49,Croatia,All,US
16-01-2022,49,Croatia,All,US
23-01-2022,52,Croatia,All,US
30-01-2022,48,Croatia,All,US
06-02-2022,49,Croatia,All,US
13-02-2022,49,Croatia,All,US
09-10-2022,52,Croatia,All,US
16-10-2022,48,Croatia,All,US
23-10-2022,49,Croatia,All,US
30-10-2022,49,Croatia,All,US
06-11-2022,52,Croatia,All,US
27-05-2018,48,Croatia,All,US
03-06-2018,49,Croatia,All,US
10-06-2018,49,Croatia,All,US
17-06-2018,52,Croatia,All,US
24-06-2018,48,Croatia,All,US
01-07-2018,49,Croatia,All,US
08-07-2018,49,Croatia,All,US
15-07-2018,52,Croatia,All,US
22-07-2018,48,Croatia,All,US
29-07-2018,49,Croatia,All,US
05-08-2018,49,Croatia,All,US
12-08-2018,52,Croatia,All,US
19-08-2018,48,Croatia,All,US
02-09-2018,49,Croatia,All,US
09-09-2018,49,Croatia,All,US
07-10-2018,52,Croatia,All,US
18-11-2018,48,Croatia,All,US
26-05-2019,49,Croatia,All,US
02-06-2019,49,Croatia,All,US
09-06-2019,52,Croatia,All,US
16-06-2019,48,Croatia,All,US
23-06-2019,49,Croatia,All,US
30-06-2019,49,Croatia,All,US
07-07-2019,52,Croatia,All,US
14-07-2019,48,Croatia,All,US
21-07-2019,49,Croatia,All,US
28-07-2019,49,Croatia,All,US
04-08-2019,52,Croatia,All,US
11-08-2019,48,Croatia,All,US
29-03-2020,49,Croatia,All,US
05-04-2020,49,Croatia,All,US
12-04-2020,52,Croatia,All,US
19-04-2020,48,Croatia,All,US
26-04-2020,49,Croatia,All,US
27-09-2020,49,Croatia,All,US
18-10-2020,52,Croatia,All,US
25-10-2020,48,Croatia,All,US
01-11-2020,49,Croatia,All,US
22-11-2020,49,Croatia,All,US
29-11-2020,52,Croatia,All,US
06-12-2020,48,Croatia,All,US
13-12-2020,49,Croatia,All,US
20-12-2020,49,Croatia,All,US
10-01-2021,52,Croatia,All,US
17-01-2021,48,Croatia,All,US
24-01-2021,49,Croatia,All,US
31-01-2021,49,Croatia,All,US
07-02-2021,52,Croatia,All,US
14-02-2021,48,Croatia,All,US
28-02-2021,49,Croatia,All,US
06-06-2021,49,Croatia,All,US
13-06-2021,52,Croatia,All,US
20-06-2021,48,Croatia,All,US
27-06-2021,49,Croatia,All,US
24-10-2021,49,Croatia,All,US
28-11-2021,52,Croatia,All,US
05-12-2021,48,Croatia,All,US
19-12-2021,49,Croatia,All,US
05-06-2022,49,Croatia,All,US
12-06-2022,52,Croatia,All,US
24-07-2022,48,Croatia,All,US
20-11-2022,49,Croatia,All,US
27-11-2022,49,Croatia,All,US
04-12-2022,52,Croatia,All,US
11-12-2022,48,Croatia,All,US
18-12-2022,49,Croatia,All,US
27-05-2018,49,Florence,All,US
24-06-2018,52,Florence,All,US
02-09-2018,39,Florence,All,US
09-09-2018,40,Florence,All,US
16-09-2018,40,Florence,All,US
23-09-2018,43,Florence,All,US
30-09-2018,39,Florence,All,US
29-12-2019,40,Florence,All,US
18-10-2020,40,Florence,All,US
01-11-2020,43,Florence,All,US
22-11-2020,39,Florence,All,US
06-12-2020,40,Florence,All,US
20-12-2020,40,Florence,All,US
11-07-2021,43,Florence,All,US
10-07-2022,39,Florence,All,US
04-09-2022,40,Florence,All,US
04-02-2018,40,Sicily,All,US
11-02-2018,43,Sicily,All,US
18-02-2018,29,Sicily,All,US
25-02-2018,30,Sicily,All,US
04-03-2018,30,Sicily,All,US
11-03-2018,33,Sicily,All,US
18-03-2018,29,Sicily,All,US
25-03-2018,30,Sicily,All,US
01-04-2018,30,Sicily,All,US
08-04-2018,33,Sicily,All,US
15-04-2018,29,Sicily,All,US
22-04-2018,30,Sicily,All,US
29-04-2018,30,Sicily,All,US
06-05-2018,33,Sicily,All,US
13-05-2018,29,Sicily,All,US
20-05-2018,30,Sicily,All,US
27-05-2018,30,Sicily,All,US
03-06-2018,33,Sicily,All,US
10-06-2018,29,Sicily,All,US
17-06-2018,30,Sicily,All,US
24-06-2018,30,Sicily,All,US
01-07-2018,33,Sicily,All,US
08-07-2018,29,Sicily,All,US
15-07-2018,30,Sicily,All,US
22-07-2018,30,Sicily,All,US
29-07-2018,33,Sicily,All,US
05-08-2018,29,Sicily,All,US
12-08-2018,30,Sicily,All,US
19-08-2018,30,Sicily,All,US
26-08-2018,33,Sicily,All,US
02-09-2018,29,Sicily,All,US
09-09-2018,30,Sicily,All,US
16-09-2018,30,Sicily,All,US
23-09-2018,33,Sicily,All,US
30-09-2018,29,Sicily,All,US
07-10-2018,30,Sicily,All,US
14-10-2018,30,Sicily,All,US
21-10-2018,33,Sicily,All,US
28-10-2018,29,Sicily,All,US
04-11-2018,30,Sicily,All,US
11-11-2018,30,Sicily,All,US
18-11-2018,33,Sicily,All,US
25-11-2018,29,Sicily,All,US
02-12-2018,30,Sicily,All,US
09-12-2018,30,Sicily,All,US
16-12-2018,33,Sicily,All,US
23-12-2018,29,Sicily,All,US
30-12-2018,30,Sicily,All,US
06-01-2019,30,Sicily,All,US
13-01-2019,33,Sicily,All,US
20-01-2019,29,Sicily,All,US
27-01-2019,30,Sicily,All,US
03-02-2019,30,Sicily,All,US
10-02-2019,33,Sicily,All,US
17-02-2019,29,Sicily,All,US
24-02-2019,30,Sicily,All,US
03-03-2019,30,Sicily,All,US
10-03-2019,33,Sicily,All,US
17-03-2019,29,Sicily,All,US
24-03-2019,30,Sicily,All,US
31-03-2019,30,Sicily,All,US
07-04-2019,33,Sicily,All,US
14-04-2019,29,Sicily,All,US
21-04-2019,30,Sicily,All,US
28-04-2019,30,Sicily,All,US
05-05-2019,33,Sicily,All,US
12-05-2019,29,Sicily,All,US
19-05-2019,30,Sicily,All,US
26-05-2019,30,Sicily,All,US
02-06-2019,33,Sicily,All,US
09-06-2019,29,Sicily,All,US
16-06-2019,30,Sicily,All,US
23-06-2019,30,Sicily,All,US
30-06-2019,33,Sicily,All,US
07-07-2019,29,Sicily,All,US
14-07-2019,30,Sicily,All,US
21-07-2019,30,Sicily,All,US
28-07-2019,33,Sicily,All,US
04-08-2019,29,Sicily,All,US
11-08-2019,30,Sicily,All,US
18-08-2019,30,Sicily,All,US
25-08-2019,33,Sicily,All,US
01-09-2019,29,Sicily,All,US
08-09-2019,30,Sicily,All,US
15-09-2019,30,Sicily,All,US
22-09-2019,33,Sicily,All,US
29-09-2019,29,Sicily,All,US
06-10-2019,30,Sicily,All,US
13-10-2019,30,Sicily,All,US
20-10-2019,33,Sicily,All,US
27-10-2019,29,Sicily,All,US
03-11-2019,30,Sicily,All,US
10-11-2019,30,Sicily,All,US
17-11-2019,33,Sicily,All,US
24-11-2019,29,Sicily,All,US
01-12-2019,30,Sicily,All,US
08-12-2019,30,Sicily,All,US
15-12-2019,33,Sicily,All,US
22-12-2019,29,Sicily,All,US
29-12-2019,30,Sicily,All,US
05-01-2020,30,Sicily,All,US
12-01-2020,33,Sicily,All,US
19-01-2020,29,Sicily,All,US
26-01-2020,30,Sicily,All,US
02-02-2020,30,Sicily,All,US
09-02-2020,33,Sicily,All,US
16-02-2020,29,Sicily,All,US
23-02-2020,30,Sicily,All,US
01-03-2020,30,Sicily,All,US
08-03-2020,33,Sicily,All,US
15-03-2020,29,Sicily,All,US
22-03-2020,30,Sicily,All,US
29-03-2020,30,Sicily,All,US
05-04-2020,33,Sicily,All,US
12-04-2020,29,Sicily,All,US
19-04-2020,30,Sicily,All,US
26-04-2020,30,Sicily,All,US
03-05-2020,33,Sicily,All,US
10-05-2020,29,Sicily,All,US
17-05-2020,30,Sicily,All,US
24-05-2020,30,Sicily,All,US
31-05-2020,33,Sicily,All,US
07-06-2020,29,Sicily,All,US
14-06-2020,30,Sicily,All,US
21-06-2020,30,Sicily,All,US
28-06-2020,33,Sicily,All,US
05-07-2020,29,Sicily,All,US
12-07-2020,30,Sicily,All,US
19-07-2020,30,Sicily,All,US
26-07-2020,33,Sicily,All,US
02-08-2020,29,Sicily,All,US
09-08-2020,30,Sicily,All,US
16-08-2020,30,Sicily,All,US
23-08-2020,33,Sicily,All,US
30-08-2020,29,Sicily,All,US
06-09-2020,30,Sicily,All,US
13-09-2020,30,Sicily,All,US
20-09-2020,33,Sicily,All,US
27-09-2020,29,Sicily,All,US
04-10-2020,30,Sicily,All,US
11-10-2020,30,Sicily,All,US
18-10-2020,33,Sicily,All,US
25-10-2020,29,Sicily,All,US
01-11-2020,30,Sicily,All,US
08-11-2020,30,Sicily,All,US
15-11-2020,33,Sicily,All,US
22-11-2020,29,Sicily,All,US
29-11-2020,30,Sicily,All,US
06-12-2020,30,Sicily,All,US
13-12-2020,33,Sicily,All,US
20-12-2020,29,Sicily,All,US
27-12-2020,30,Sicily,All,US
03-01-2021,30,Sicily,All,US
10-01-2021,33,Sicily,All,US
17-01-2021,29,Sicily,All,US
24-01-2021,30,Sicily,All,US
31-01-2021,30,Sicily,All,US
07-02-2021,33,Sicily,All,US
14-02-2021,29,Sicily,All,US
21-02-2021,30,Sicily,All,US
28-02-2021,30,Sicily,All,US
07-03-2021,33,Sicily,All,US
14-03-2021,29,Sicily,All,US
21-03-2021,30,Sicily,All,US
28-03-2021,30,Sicily,All,US
04-04-2021,33,Sicily,All,US
11-04-2021,29,Sicily,All,US
18-04-2021,30,Sicily,All,US
25-04-2021,30,Sicily,All,US
02-05-2021,33,Sicily,All,US
09-05-2021,29,Sicily,All,US
16-05-2021,30,Sicily,All,US
23-05-2021,30,Sicily,All,US
30-05-2021,33,Sicily,All,US
06-06-2021,29,Sicily,All,US
13-06-2021,30,Sicily,All,US
20-06-2021,30,Sicily,All,US
27-06-2021,33,Sicily,All,US
04-07-2021,29,Sicily,All,US
11-07-2021,30,Sicily,All,US
18-07-2021,30,Sicily,All,US
25-07-2021,33,Sicily,All,US
01-08-2021,29,Sicily,All,US
08-08-2021,30,Sicily,All,US
15-08-2021,30,Sicily,All,US
22-08-2021,33,Sicily,All,US
29-08-2021,29,Sicily,All,US
05-09-2021,30,Sicily,All,US
12-09-2021,30,Sicily,All,US
19-09-2021,33,Sicily,All,US
26-09-2021,29,Sicily,All,US
03-10-2021,30,Sicily,All,US
10-10-2021,30,Sicily,All,US
17-10-2021,33,Sicily,All,US
24-10-2021,29,Sicily,All,US
31-10-2021,30,Sicily,All,US
07-11-2021,30,Sicily,All,US
14-11-2021,33,Sicily,All,US
21-11-2021,29,Sicily,All,US
28-11-2021,30,Sicily,All,US
05-12-2021,30,Sicily,All,US
12-12-2021,33,Sicily,All,US
19-12-2021,29,Sicily,All,US
26-12-2021,30,Sicily,All,US
02-01-2022,30,Sicily,All,US
09-01-2022,33,Sicily,All,US
16-01-2022,29,Sicily,All,US
23-01-2022,30,Sicily,All,US
30-01-2022,30,Sicily,All,US
06-02-2022,33,Sicily,All,US
13-02-2022,29,Sicily,All,US
20-02-2022,30,Sicily,All,US
27-02-2022,30,Sicily,All,US
06-03-2022,33,Sicily,All,US
13-03-2022,29,Sicily,All,US
20-03-2022,30,Sicily,All,US
27-03-2022,30,Sicily,All,US
03-04-2022,33,Sicily,All,US
10-04-2022,29,Sicily,All,US
17-04-2022,30,Sicily,All,US
24-04-2022,30,Sicily,All,US
01-05-2022,33,Sicily,All,US
08-05-2022,29,Sicily,All,US
15-05-2022,30,Sicily,All,US
22-05-2022,30,Sicily,All,US
29-05-2022,33,Sicily,All,US
05-06-2022,29,Sicily,All,US
12-06-2022,30,Sicily,All,US
19-06-2022,30,Sicily,All,US
26-06-2022,33,Sicily,All,US
03-07-2022,29,Sicily,All,US
10-07-2022,30,Sicily,All,US
17-07-2022,30,Sicily,All,US
24-07-2022,33,Sicily,All,US
31-07-2022,29,Sicily,All,US
07-08-2022,30,Sicily,All,US
14-08-2022,30,Sicily,All,US
21-08-2022,33,Sicily,All,US
28-08-2022,29,Sicily,All,US
04-09-2022,30,Sicily,All,US
11-09-2022,30,Sicily,All,US
18-09-2022,33,Sicily,All,US
25-09-2022,29,Sicily,All,US
02-10-2022,30,Sicily,All,US
09-10-2022,30,Sicily,All,US
16-10-2022,33,Sicily,All,US
23-10-2022,29,Sicily,All,US
30-10-2022,30,Sicily,All,US
06-11-2022,30,Sicily,All,US
13-11-2022,33,Sicily,All,US
20-11-2022,29,Sicily,All,US
27-11-2022,30,Sicily,All,US
04-12-2022,30,Sicily,All,US
11-12-2022,33,Sicily,All,US
18-12-2022,29,Sicily,All,US
25-12-2022,30,Sicily,All,US
01-01-2023,30,Sicily,All,US
08-01-2023,33,Sicily,All,US
15-01-2023,29,Sicily,All,US
22-01-2023,30,Sicily,All,US
29-01-2023,30,Sicily,All,US
04-02-2018,33,Sardinia,All,US
11-02-2018,57,Sardinia,All,US
18-02-2018,58,Sardinia,All,US
25-02-2018,58,Sardinia,All,US
04-03-2018,61,Sardinia,All,US
11-03-2018,57,Sardinia,All,US
